fold,accuracy,precision,recall,f1,auc,pr_auc,best_threshold,has_gpu
1.0,0.9566666666666667,0.9428571428571428,0.9116022099447514,0.9269662921348315,0.9862274527549744,0.9750670194625854,0.6469882726669312,0.0
2.0,0.965,0.9444444444444444,0.9392265193370166,0.9418282548476454,0.9906116724014282,0.9853699207305908,0.46951979398727417,0.0
3.0,0.955,0.9325842696629213,0.9171270718232044,0.924791086350975,0.9807486534118652,0.9573315978050232,0.6169657707214355,0.0
4.0,0.9566666666666667,0.9148936170212766,0.945054945054945,0.9297297297297298,0.9871641397476196,0.9781109094619751,0.6038130521774292,0.0
5.0,0.9583333333333334,0.9153439153439153,0.9505494505494505,0.9326145552560647,0.9830366373062134,0.9619545340538025,0.5019512176513672,0.0
